CrimeLog_ID,Year,Crime_code,PoliceStation_ID,Total
1070,2014,10,6.0,0
1071,2014,8,2.0,7
1072,2014,7,7.0,8
1073,2014,10,7.0,2
1074,2014,9,7.0,4
1075,2014,8,7.0,18
1076,2014,7,5.0,7
1077,2014,11,5.0,4
1078,2014,10,5.0,2
1079,2014,9,5.0,4
1080,2014,11,7.0,2
1081,2014,7,1.0,2
1082,2014,9,9.0,3
1083,2014,8,5.0,40
1084,2014,8,9.0,37
1085,2014,7,6.0,2
1086,2014,11,9.0,3
1087,2014,10,9.0,3
1088,2014,7,9.0,4
1089,2014,9,1.0,6
1090,2014,10,1.0,3
1091,2014,11,1.0,6
1092,2014,10,2.0,1
1093,2014,9,11.0,11
1094,2014,11,6.0,4
1095,2014,9,6.0,3
1096,2014,11,11.0,17
1097,2014,7,11.0,15
1098,2014,7,17.0,39
1099,2014,11,17.0,25
1100,2014,10,17.0,22
1101,2014,9,17.0,32
1102,2014,8,34.0,45
1103,2014,9,34.0,17
1104,2014,10,34.0,3
1105,2014,11,34.0,13
1106,2014,7,34.0,7
1107,2014,8,36.0,25
1108,2014,9,36.0,6
1109,2014,8,6.0,15
1110,2014,10,36.0,0
1111,2014,7,36.0,5
1112,2014,8,35.0,25
1113,2014,9,35.0,1
1114,2014,10,35.0,2
1115,2014,11,35.0,10
1116,2014,7,35.0,1
1117,2014,8,17.0,73
1118,2014,7,2.0,0
1119,2014,11,36.0,13
1120,2014,8,22.0,34
1121,2014,11,15.0,7
1122,2014,11,12.0,3
1123,2014,8,30.0,34
1124,2014,7,31.0,6
1125,2014,11,31.0,4
1126,2014,10,31.0,9
1127,2014,9,31.0,22
1128,2014,7,32.0,9
1129,2014,9,18.0,17
1130,2014,7,6.0,0
1131,2014,7,20.0,0
1132,2014,11,7.0,0
1133,2014,10,7.0,0
1134,2014,9,7.0,0
1135,2014,8,7.0,0
1136,2014,16,,164
1137,2014,6,,4047
1138,2014,5,,222
1139,2014,4,,16243
1140,2014,3,,49
1141,2014,2,,305
1142,2014,1,,2733
1143,2014,17,,168
1144,2014,15,,14
1145,2014,14,,513
1146,2014,9,30.0,16
1147,2014,10,30.0,5
1148,2014,11,30.0,3
1149,2014,7,30.0,2
1150,2014,9,32.0,8
1151,2014,10,33.0,0
1152,2014,11,18.0,13
1153,2014,8,32.0,53
1154,2014,7,33.0,0
1155,2014,11,33.0,0
1156,2014,9,33.0,0
1157,2014,8,20.0,43
1158,2014,7,20.0,11
1159,2014,11,20.0,4
1160,2014,10,20.0,14
1161,2014,9,19.0,4
1162,2014,9,20.0,35
1163,2014,10,32.0,3
1164,2014,8,33.0,0
1165,2014,11,32.0,5
1166,2014,11,29.0,5
1167,2014,8,31.0,59
1168,2014,8,19.0,29
1169,2014,7,29.0,6
1170,2014,10,18.0,7
1171,2014,10,29.0,6
1172,2014,9,29.0,5
1173,2014,8,29.0,22
1174,2014,7,12.0,1
1175,2014,7,7.0,0
1176,2014,7,18.0,10
1177,2014,8,6.0,0
1178,2014,11,23.0,10
1179,2014,7,23.0,6
1180,2014,8,24.0,21
1181,2014,9,24.0,3
1182,2014,10,24.0,4
1183,2014,11,24.0,8
1184,2014,7,24.0,4
1185,2014,8,28.0,16
1186,2014,8,21.0,108
1187,2014,9,28.0,5
1188,2014,7,22.0,9
1189,2014,10,22.0,0
1190,2014,10,3.0,2
1191,2014,11,3.0,9
1192,2014,7,3.0,3
1193,2014,8,4.0,22
1194,2014,10,4.0,3
1195,2014,11,4.0,7
1196,2014,7,4.0,4
1197,2014,8,12.0,33
1198,2014,9,12.0,4
1199,2014,10,12.0,4
1200,2014,8,18.0,44
1201,2014,11,19.0,7
1202,2014,9,23.0,5
1203,2014,9,4.0,5
1204,2014,7,21.0,8
1205,2014,10,6.0,0
1206,2014,8,23.0,24
1207,2014,11,20.0,0
1208,2014,10,20.0,0
1209,2014,9,20.0,0
1210,2014,7,18.0,0
1211,2014,11,18.0,0
1212,2014,10,18.0,0
1213,2014,9,18.0,0
1214,2014,8,18.0,0
1215,2014,7,9.0,0
1216,2014,8,20.0,0
1217,2014,10,19.0,1
1218,2014,11,9.0,0
1219,2014,11,21.0,11
1220,2014,9,21.0,7
1221,2014,7,19.0,3
1222,2014,18,,5465
1223,2014,10,21.0,4
1224,2014,11,6.0,0
1225,2014,8,9.0,0
1226,2014,9,9.0,0
1227,2014,10,9.0,0
1228,2014,9,6.0,0
1229,2015,9,20.0,0
1230,2015,7,9.0,0
1231,2015,7,18.0,0
1232,2015,8,18.0,0
1233,2015,9,18.0,0
1234,2015,10,18.0,0
1235,2015,11,18.0,0
1236,2015,5,,184
1237,2015,8,7.0,0
1238,2015,11,7.0,0
1239,2015,10,7.0,0
1240,2015,9,7.0,0
1241,2015,8,29.0,29
1242,2015,1,,2683
1243,2015,3,,90
1244,2015,11,9.0,0
1245,2015,4,,15229
1246,2015,7,7.0,0
1247,2015,9,9.0,0
1248,2015,7,21.0,6
1249,2015,11,6.0,0
1250,2015,11,24.0,7
1251,2015,6,,4419
1252,2015,9,24.0,2
1253,2015,7,23.0,6
1254,2015,10,21.0,3
1255,2015,11,23.0,6
1256,2015,10,23.0,2
1257,2015,9,23.0,1
1258,2015,8,23.0,28
1259,2015,11,21.0,5
1260,2015,11,29.0,12
1261,2015,8,4.0,24
1262,2015,9,29.0,5
1263,2015,10,9.0,0
1264,2015,8,6.0,0
1265,2015,9,6.0,0
1266,2015,10,6.0,0
1267,2015,8,9.0,0
1268,2015,2,,176
1269,2015,11,33.0,0
1270,2015,14,,473
1271,2015,8,32.0,45
1272,2015,11,31.0,14
1273,2015,9,20.0,13
1274,2015,10,33.0,0
1275,2015,7,20.0,0
1276,2015,8,18.0,45
1277,2015,9,18.0,15
1278,2015,10,18.0,4
1279,2015,7,18.0,6
1280,2015,8,20.0,33
1281,2015,11,18.0,12
1282,2015,10,20.0,1
1283,2015,9,33.0,0
1284,2015,7,20.0,1
1285,2015,8,33.0,0
1286,2015,11,20.0,2
1287,2015,7,24.0,1
1288,2015,7,30.0,2
1289,2015,15,,14
1290,2015,11,30.0,11
1291,2015,9,30.0,15
1292,2015,16,,162
1293,2015,17,,114
1294,2015,18,,8242
1295,2015,8,20.0,0
1296,2015,7,6.0,0
1297,2015,10,20.0,0
1298,2015,10,31.0,5
1299,2015,9,32.0,13
1300,2015,10,32.0,0
1301,2015,11,32.0,3
1302,2015,7,32.0,3
1303,2015,8,31.0,40
1304,2015,9,31.0,19
1305,2015,11,20.0,0
1306,2015,7,33.0,0
1307,2015,7,31.0,0
1308,2015,8,30.0,52
1309,2015,10,30.0,0
1310,2015,9,25.0,2
1311,2015,8,26.0,60
1312,2015,10,28.0,3
1313,2015,10,7.0,1
1314,2015,9,7.0,1
1315,2015,8,7.0,14
1316,2015,7,5.0,1
1317,2015,11,5.0,6
1318,2015,10,5.0,2
1319,2015,9,5.0,10
1320,2015,8,5.0,32
1321,2015,7,1.0,0
1322,2015,9,11.0,13
1323,2015,7,19.0,0
1324,2015,7,8.0,3
1325,2015,8,35.0,24
1326,2015,11,36.0,4
1327,2015,10,36.0,0
1328,2015,9,36.0,6
1329,2015,8,36.0,22
1330,2015,7,34.0,8
1331,2015,11,34.0,5
1332,2015,10,34.0,4
1333,2015,9,34.0,21
1334,2015,8,34.0,38
1335,2015,8,3.0,53
1336,2015,11,7.0,0
1337,2015,11,19.0,7
1338,2015,7,7.0,1
1339,2015,10,2.0,1
1340,2015,12,7.0,0
1341,2015,9,28.0,3
1342,2015,11,9.0,6
1343,2015,9,9.0,10
1344,2015,10,9.0,1
1345,2015,10,11.0,1
1346,2015,7,9.0,1
1347,2015,7,6.0,1
1348,2015,8,1.0,27
1349,2015,8,9.0,31
1350,2015,7,11.0,3
1351,2015,11,6.0,2
1352,2015,10,6.0,1
1353,2015,9,6.0,5
1354,2015,8,6.0,30
1355,2015,11,11.0,8
1356,2015,10,1.0,0
1357,2015,9,1.0,3
1358,2015,9,2.0,3
1359,2015,11,1.0,4
1360,2015,10,29.0,1
1361,2015,8,11.0,40
1362,2015,11,2.0,1
1363,2015,8,2.0,19
1364,2015,13,7.0,0
1365,2015,10,19.0,0
1366,2015,8,19.0,44
1367,2015,11,27.0,6
1368,2015,10,27.0,3
1369,2015,9,27.0,7
1370,2015,8,27.0,35
1371,2015,7,15.0,2
1372,2015,11,15.0,6
1373,2015,10,15.0,5
1374,2015,9,15.0,8
1375,2015,8,15.0,31
1376,2015,7,13.0,2
1377,2015,11,13.0,5
1378,2015,10,13.0,3
1379,2015,10,14.0,2
1380,2015,11,14.0,5
1381,2015,7,14.0,2
1382,2015,11,25.0,11
1383,2015,7,10.0,3
1384,2015,11,10.0,12
1385,2015,10,10.0,6
1386,2015,9,10.0,8
1387,2015,8,10.0,54
1388,2015,7,25.0,4
1389,2015,10,25.0,3
1390,2015,7,27.0,3
1391,2015,9,19.0,3
1392,2015,8,14.0,32
1393,2015,8,13.0,39
1394,2015,7,29.0,0
1395,2015,7,36.0,1
1396,2015,9,35.0,3
1397,2015,11,8.0,10
1398,2015,10,35.0,3
1399,2015,10,8.0,2
1400,2015,9,8.0,6
1401,2015,8,8.0,17
1402,2015,7,16.0,0
1403,2015,11,16.0,3
1404,2015,10,16.0,0
1405,2015,9,16.0,9
1406,2015,8,16.0,24
1407,2015,7,17.0,39
1408,2015,11,17.0,20
1409,2015,10,17.0,7
1410,2015,9,17.0,31
1411,2015,8,17.0,46
1412,2015,7,35.0,0
1413,2015,11,35.0,17
1414,2015,7,2.0,1
1415,2015,10,24.0,0
1416,2015,9,3.0,21
1417,2015,9,14.0,7
1418,2015,12,6.0,0
1419,2015,8,28.0,17
1420,2015,12,9.0,0
1421,2015,13,9.0,20
1422,2015,12,1.0,101
1423,2015,13,1.0,5
1424,2015,12,5.0,201
1425,2015,13,5.0,12
1426,2015,12,7.0,57
1427,2015,13,7.0,12
1428,2015,12,2.0,111
1429,2015,13,2.0,6
1430,2015,12,3.0,216
1431,2015,13,3.0,9
1432,2015,12,4.0,90
1433,2015,13,4.0,10
1434,2015,12,12.0,126
1435,2015,13,12.0,51
1436,2015,12,22.0,102
1437,2015,13,22.0,13
1438,2015,12,21.0,10
1439,2015,13,21.0,4
1440,2015,12,9.0,216
1441,2015,13,6.0,5
1442,2015,12,6.0,83
1443,2015,13,11.0,31
1444,2015,13,31.0,22
1445,2015,12,30.0,227
1446,2015,13,30.0,20
1447,2015,12,29.0,185
1448,2015,13,29.0,47
1449,2015,12,19.0,195
1450,2015,13,19.0,76
1451,2015,12,34.0,204
1452,2015,13,34.0,14
1453,2015,12,23.0,41
1454,2015,12,36.0,101
1455,2015,12,35.0,46
1456,2015,13,35.0,6
1457,2015,12,17.0,116
1458,2015,13,17.0,15
1459,2015,12,16.0,79
1460,2015,13,16.0,9
1461,2015,12,8.0,87
1462,2015,13,8.0,5
1463,2015,12,11.0,219
1464,2015,13,36.0,5
1465,2015,13,23.0,10
1466,2015,12,24.0,31
1467,2015,13,24.0,2
1468,2015,11,28.0,5
1469,2015,11,22.0,9
1470,2015,10,22.0,0
1471,2015,9,22.0,7
1472,2015,8,22.0,34
1473,2015,7,12.0,0
1474,2015,11,12.0,3
1475,2015,10,12.0,2
1476,2015,9,12.0,4
1477,2015,10,3.0,7
1478,2015,8,12.0,22
1479,2015,11,4.0,3
1480,2015,10,4.0,1
1481,2015,9,4.0,8
1482,2015,7,3.0,4
1483,2015,11,3.0,10
1484,2015,7,22.0,1
1485,2015,8,21.0,93
1486,2015,9,21.0,1
1487,2015,8,24.0,19
1488,2015,7,4.0,3
1489,2015,12,31.0,260
1490,2015,7,28.0,1
1491,2015,9,26.0,15
1492,2015,12,28.0,56
1493,2015,13,28.0,4
1494,2015,12,13.0,70
1495,2015,13,13.0,5
1496,2015,12,15.0,127
1497,2015,13,15.0,10
1498,2015,12,27.0,84
1499,2015,13,27.0,27
1500,2015,12,14.0,72
1501,2015,9,13.0,3
1502,2015,13,14.0,5
1503,2015,13,26.0,20
1504,2015,12,25.0,14
1505,2015,13,25.0,4
1506,2015,12,10.0,67
1507,2015,13,10.0,36
1508,2015,8,25.0,92
1509,2015,7,26.0,14
1510,2015,11,26.0,10
1511,2015,10,26.0,10
1512,2015,12,26.0,67
1513,2015,13,6.0,0
1514,2015,13,32.0,74
1515,2015,13,33.0,0
1516,2015,13,18.0,0
1517,2015,12,32.0,200
1518,2015,13,9.0,0
1519,2015,12,20.0,0
1520,2015,13,20.0,0
1521,2015,12,18.0,0
1522,2015,13,18.0,11
1523,2015,12,20.0,228
1524,2015,13,20.0,23
1525,2015,12,33.0,0
1526,2015,12,18.0,152
1527,2016,12,4.0,94
1528,2016,13,22.0,7
1529,2016,12,22.0,105
1530,2016,13,12.0,40
1531,2016,12,12.0,101
1532,2016,13,4.0,2
1533,2016,13,3.0,11
1534,2016,12,7.0,56
1535,2016,13,2.0,7
1536,2016,12,2.0,91
1537,2016,13,7.0,5
1538,2016,12,21.0,12
1539,2016,13,5.0,15
1540,2016,12,5.0,170
1541,2016,13,1.0,5
1542,2016,12,3.0,160
1543,2016,13,21.0,3
1544,2016,13,28.0,0
1545,2016,13,23.0,16
1546,2016,13,10.0,35
1547,2016,12,10.0,50
1548,2016,13,25.0,6
1549,2016,12,25.0,9
1550,2016,13,26.0,18
1551,2016,12,26.0,43
1552,2016,13,14.0,7
1553,2016,12,14.0,54
1554,2016,13,27.0,43
1555,2016,12,27.0,64
1556,2016,13,15.0,5
1557,2016,12,15.0,87
1558,2016,13,13.0,6
1559,2016,12,13.0,54
1560,2016,12,28.0,37
1561,2016,13,24.0,1
1562,2016,12,24.0,23
1563,2016,12,23.0,28
1564,2016,13,9.0,7
1565,2016,12,11.0,147
1566,2016,13,6.0,7
1567,2016,13,32.0,76
1568,2016,12,32.0,137
1569,2016,13,33.0,0
1570,2016,12,33.0,0
1571,2016,13,20.0,23
1572,2016,12,20.0,185
1573,2016,13,18.0,13
1574,2016,12,18.0,126
1575,2016,12,31.0,196
1576,2016,13,20.0,0
1577,2016,13,18.0,0
1578,2016,12,18.0,0
1579,2016,13,9.0,0
1580,2016,12,9.0,0
1581,2016,13,6.0,0
1582,2016,12,6.0,0
1583,2016,13,7.0,0
1584,2016,12,7.0,0
1585,2016,12,20.0,0
1586,2016,12,9.0,232
1587,2016,13,31.0,11
1588,2016,13,30.0,15
1589,2016,12,6.0,103
1590,2016,13,11.0,23
1591,2016,13,8.0,15
1592,2016,12,8.0,61
1593,2016,13,16.0,10
1594,2016,12,16.0,74
1595,2016,13,17.0,19
1596,2016,12,17.0,90
1597,2016,12,30.0,174
1598,2016,13,35.0,5
1599,2016,13,36.0,14
1600,2016,12,36.0,88
1601,2016,13,34.0,23
1602,2016,12,34.0,186
1603,2016,13,19.0,39
1604,2016,12,19.0,117
1605,2016,13,29.0,19
1606,2016,12,29.0,143
1607,2016,12,35.0,31
1608,2016,12,1.0,59
1609,2016,11,27.0,4
1610,2016,10,11.0,2
1611,2016,8,9.0,33
1612,2016,9,9.0,5
1613,2016,10,9.0,1
1614,2016,11,9.0,5
1615,2016,8,1.0,28
1616,2016,9,1.0,3
1617,2016,10,1.0,0
1618,2016,7,6.0,1
1619,2016,11,1.0,8
1620,2016,8,5.0,34
1621,2016,9,5.0,2
1622,2016,10,5.0,1
1623,2016,11,5.0,1
1624,2016,7,5.0,4
1625,2016,8,7.0,16
1626,2016,11,8.0,6
1627,2016,7,1.0,2
1628,2016,11,6.0,0
1629,2016,7,9.0,1
1630,2016,7,8.0,2
1631,2016,8,36.0,32
1632,2016,10,8.0,1
1633,2016,9,36.0,3
1634,2016,9,8.0,4
1635,2016,10,36.0,1
1636,2016,10,7.0,0
1637,2016,11,30.0,13
1638,2016,7,30.0,1
1639,2016,8,29.0,21
1640,2016,9,29.0,8
1641,2016,10,29.0,0
1642,2016,11,29.0,6
1643,2016,7,22.0,3
1644,2016,7,29.0,3
1645,2016,9,19.0,2
1646,2016,10,19.0,4
1647,2016,11,19.0,7
1648,2016,7,19.0,1
1649,2016,8,34.0,32
1650,2016,9,34.0,7
1651,2016,10,34.0,6
1652,2016,11,34.0,5
1653,2016,7,34.0,7
1654,2016,8,19.0,35
1655,2016,11,11.0,6
1656,2016,7,11.0,1
1657,2016,8,6.0,29
1658,2016,9,7.0,0
1659,2016,11,18.0,0
1660,2016,8,7.0,0
1661,2016,6,,5041
1662,2016,5,,143
1663,2016,4,,13894
1664,2016,3,,88
1665,2016,2,,153
1666,2016,1,,2923
1667,2016,7,7.0,0
1668,2016,18,,8268
1669,2016,14,,492
1670,2016,15,,18
1671,2016,16,,149
1672,2016,7,31.0,3
1673,2016,10,18.0,0
1674,2016,10,7.0,0
1675,2016,7,18.0,0
1676,2016,8,33.0,0
1677,2016,11,31.0,8
1678,2016,17,,112
1679,2016,11,36.0,0
1680,2016,8,6.0,0
1681,2016,10,6.0,0
1682,2016,9,6.0,5
1683,2016,10,6.0,0
1684,2016,8,11.0,44
1685,2016,9,11.0,4
1686,2016,10,21.0,0
1687,2016,11,22.0,8
1688,2016,10,22.0,3
1689,2016,10,30.0,1
1690,2016,9,30.0,7
1691,2016,9,6.0,0
1692,2016,8,30.0,34
1693,2016,9,18.0,0
1694,2016,8,18.0,0
1695,2016,7,9.0,0
1696,2016,11,9.0,0
1697,2016,10,9.0,0
1698,2016,9,9.0,0
1699,2016,8,9.0,0
1700,2016,7,6.0,0
1701,2016,11,6.0,0
1702,2016,11,7.0,0
1703,2016,8,20.0,0
1704,2016,8,8.0,22
1705,2016,11,16.0,0
1706,2016,8,4.0,29
1707,2016,9,4.0,1
1708,2016,10,4.0,3
1709,2016,11,4.0,3
1710,2016,7,4.0,2
1711,2016,8,12.0,24
1712,2016,9,12.0,5
1713,2016,11,24.0,8
1714,2016,7,24.0,0
1715,2016,8,28.0,22
1716,2016,9,28.0,5
1717,2016,11,14.0,9
1718,2016,7,14.0,2
1719,2016,8,26.0,48
1720,2016,9,26.0,8
1721,2016,10,26.0,3
1722,2016,11,26.0,9
1723,2016,7,26.0,12
1724,2016,8,25.0,69
1725,2016,7,3.0,2
1726,2016,11,3.0,7
1727,2016,10,3.0,3
1728,2016,9,3.0,10
1729,2016,11,21.0,8
1730,2016,9,22.0,1
1731,2016,7,21.0,5
1732,2016,9,23.0,1
1733,2016,10,23.0,1
1734,2016,11,23.0,3
1735,2016,7,23.0,2
1736,2016,8,24.0,17
1737,2016,9,24.0,2
1738,2016,9,25.0,4
1739,2016,10,24.0,0
1740,2016,7,12.0,3
1741,2016,11,12.0,4
1742,2016,10,12.0,1
1743,2016,8,2.0,25
1744,2016,9,2.0,0
1745,2016,10,2.0,0
1746,2016,11,2.0,6
1747,2016,7,2.0,2
1748,2016,8,3.0,39
1749,2016,8,23.0,25
1750,2016,10,25.0,1
1751,2016,11,25.0,7
1752,2016,7,25.0,0
1753,2016,10,27.0,0
1754,2016,8,21.0,108
1755,2016,8,14.0,46
1756,2016,11,7.0,5
1757,2016,8,22.0,34
1758,2016,9,7.0,1
1759,2016,7,36.0,1
1760,2016,8,35.0,28
1761,2016,9,35.0,3
1762,2016,9,27.0,3
1763,2016,10,35.0,1
1764,2016,7,35.0,1
1765,2016,8,17.0,64
1766,2016,9,17.0,17
1767,2016,10,17.0,9
1768,2016,11,17.0,17
1769,2016,7,17.0,16
1770,2016,8,16.0,17
1771,2016,9,16.0,3
1772,2016,10,16.0,1
1773,2016,11,35.0,11
1774,2016,7,16.0,3
1775,2016,8,27.0,29
1776,2016,11,15.0,3
1777,2016,8,10.0,47
1778,2016,9,10.0,1
1779,2016,10,10.0,2
1780,2016,11,10.0,2
1781,2016,7,10.0,3
1782,2016,10,14.0,1
1783,2016,7,7.0,0
1784,2016,9,14.0,6
1785,2016,7,27.0,1
1786,2016,7,15.0,1
1787,2016,10,28.0,0
1788,2016,7,28.0,4
1789,2016,8,13.0,47
1790,2016,9,13.0,4
1791,2016,10,13.0,0
1792,2016,11,13.0,10
1793,2016,7,13.0,1
1794,2016,8,15.0,31
1795,2016,9,15.0,3
1796,2016,10,15.0,2
1797,2016,11,28.0,4
1798,2016,10,31.0,4
1799,2016,9,21.0,3
1800,2016,8,31.0,49
1801,2016,9,31.0,4
1802,2016,10,20.0,0
1803,2016,11,20.0,2
1804,2016,10,20.0,3
1805,2016,8,20.0,36
1806,2016,7,18.0,3
1807,2016,11,18.0,9
1808,2016,9,18.0,12
1809,2016,7,20.0,0
1810,2016,11,20.0,0
1811,2016,9,20.0,0
1812,2016,9,20.0,9
1813,2016,10,18.0,6
1814,2016,7,20.0,1
1815,2016,11,32.0,8
1816,2016,7,32.0,2
1817,2016,8,32.0,46
1818,2016,7,33.0,0
1819,2016,10,32.0,2
1820,2016,10,33.0,0
1821,2016,9,33.0,0
1822,2016,9,32.0,9
1823,2016,8,18.0,33
1824,2016,11,33.0,0
1825,2017,6,,5135
1826,2017,16,,185
1827,2017,17,,103
1828,2017,18,,8364
1829,2017,5,,164
1830,2017,15,,8
1831,2017,4,,13239
1832,2017,9,18.0,0
1833,2017,7,32.0,4
1834,2017,1,,2749
1835,2017,14,,420
1836,2017,8,7.0,0
1837,2017,10,7.0,0
1838,2017,3,,172
1839,2017,2,,147
1840,2017,8,18.0,0
1841,2017,9,32.0,4
1842,2017,10,18.0,0
1843,2017,8,20.0,47
1844,2017,10,20.0,2
1845,2017,11,20.0,4
1846,2017,11,32.0,6
1847,2017,10,32.0,0
1848,2017,11,7.0,0
1849,2017,8,32.0,50
1850,2017,11,18.0,0
1851,2017,7,33.0,0
1852,2017,11,33.0,0
1853,2017,10,33.0,0
1854,2017,9,33.0,0
1855,2017,8,33.0,0
1856,2017,7,20.0,1
1857,2017,9,20.0,6
1858,2017,7,7.0,0
1859,2017,8,6.0,0
1860,2017,8,19.0,46
1861,2017,10,6.0,0
1862,2017,10,12.0,3
1863,2017,9,12.0,2
1864,2017,8,12.0,27
1865,2017,7,4.0,0
1866,2017,11,4.0,4
1867,2017,10,4.0,2
1868,2017,11,12.0,1
1869,2017,9,4.0,3
1870,2017,10,21.0,1
1871,2017,7,3.0,1
1872,2017,11,21.0,3
1873,2017,8,23.0,32
1874,2017,11,13.0,7
1875,2017,10,13.0,1
1876,2017,8,4.0,26
1877,2017,7,12.0,1
1878,2017,8,22.0,37
1879,2017,9,22.0,4
1880,2017,11,6.0,0
1881,2017,7,6.0,0
1882,2017,8,9.0,0
1883,2017,9,9.0,0
1884,2017,10,9.0,0
1885,2017,11,9.0,0
1886,2017,9,7.0,0
1887,2017,8,31.0,41
1888,2017,9,18.0,9
1889,2017,10,31.0,2
1890,2017,9,21.0,3
1891,2017,8,21.0,146
1892,2017,7,22.0,3
1893,2017,11,22.0,7
1894,2017,10,22.0,0
1895,2017,9,6.0,0
1896,2017,7,18.0,0
1897,2017,13,21.0,3
1898,2017,9,20.0,0
1899,2017,13,31.0,22
1900,2017,12,30.0,176
1901,2017,13,30.0,19
1902,2017,12,29.0,121
1903,2017,13,29.0,17
1904,2017,12,19.0,134
1905,2017,12,31.0,177
1906,2017,13,19.0,29
1907,2017,13,34.0,38
1908,2017,12,36.0,92
1909,2017,13,36.0,21
1910,2017,12,35.0,59
1911,2017,13,35.0,16
1912,2017,12,17.0,102
1913,2017,12,34.0,158
1914,2017,13,32.0,28
1915,2017,12,32.0,165
1916,2017,13,33.0,0
1917,2017,12,7.0,0
1918,2017,13,7.0,0
1919,2017,12,6.0,0
1920,2017,13,6.0,0
1921,2017,12,9.0,0
1922,2017,13,9.0,0
1923,2017,12,18.0,0
1924,2017,13,18.0,0
1925,2017,12,20.0,0
1926,2017,13,20.0,0
1927,2017,12,18.0,122
1928,2017,13,18.0,7
1929,2017,12,20.0,188
1930,2017,13,20.0,21
1931,2017,12,33.0,0
1932,2017,13,17.0,26
1933,2017,12,16.0,120
1934,2017,13,16.0,18
1935,2017,12,8.0,86
1936,2017,12,12.0,124
1937,2017,13,12.0,39
1938,2017,12,22.0,135
1939,2017,13,22.0,10
1940,2017,12,21.0,30
1941,2017,9,13.0,5
1942,2017,12,23.0,46
1943,2017,13,23.0,16
1944,2017,7,18.0,1
1945,2017,11,18.0,3
1946,2017,10,18.0,1
1947,2017,8,18.0,56
1948,2017,7,20.0,0
1949,2017,11,20.0,0
1950,2017,10,20.0,0
1951,2017,13,4.0,9
1952,2017,8,20.0,0
1953,2017,12,4.0,96
1954,2017,12,3.0,161
1955,2017,13,8.0,12
1956,2017,12,11.0,133
1957,2017,13,11.0,63
1958,2017,12,6.0,96
1959,2017,13,6.0,7
1960,2017,12,9.0,223
1961,2017,13,9.0,14
1962,2017,12,1.0,67
1963,2017,13,1.0,1
1964,2017,12,5.0,191
1965,2017,13,5.0,14
1966,2017,12,7.0,74
1967,2017,13,7.0,9
1968,2017,12,2.0,151
1969,2017,13,2.0,8
1970,2017,13,3.0,23
1971,2017,8,13.0,52
1972,2017,7,9.0,0
1973,2017,11,28.0,2
1974,2017,8,34.0,35
1975,2017,9,34.0,18
1976,2017,10,29.0,1
1977,2017,7,16.0,0
1978,2017,9,36.0,2
1979,2017,9,8.0,2
1980,2017,7,19.0,2
1981,2017,7,26.0,8
1982,2017,9,26.0,5
1983,2017,8,26.0,63
1984,2017,7,14.0,0
1985,2017,11,14.0,5
1986,2017,10,14.0,4
1987,2017,9,14.0,3
1988,2017,11,26.0,6
1989,2017,11,19.0,2
1990,2017,10,19.0,0
1991,2017,9,19.0,0
1992,2017,7,34.0,2
1993,2017,11,34.0,2
1994,2017,10,34.0,1
1995,2017,11,31.0,2
1996,2017,7,31.0,4
1997,2017,8,30.0,39
1998,2017,9,30.0,2
1999,2017,10,30.0,2
2000,2017,11,30.0,4
2001,2017,7,30.0,0
2002,2017,8,29.0,20
2003,2017,11,16.0,6
2004,2017,9,29.0,0
2005,2017,11,29.0,8
2006,2017,7,29.0,1
2007,2017,8,14.0,52
2008,2017,7,27.0,1
2009,2017,11,27.0,7
2010,2017,10,27.0,1
2011,2017,13,28.0,11
2012,2017,12,13.0,78
2013,2017,13,13.0,6
2014,2017,12,15.0,90
2015,2017,13,15.0,10
2016,2017,12,27.0,89
2017,2017,13,27.0,32
2018,2017,12,14.0,79
2019,2017,13,14.0,7
2020,2017,12,26.0,51
2021,2017,13,26.0,11
2022,2017,12,25.0,17
2023,2017,13,25.0,3
2024,2017,12,10.0,67
2025,2017,13,10.0,36
2026,2017,12,28.0,78
2027,2017,8,36.0,18
2028,2017,13,24.0,6
2029,2017,8,10.0,71
2030,2017,9,27.0,4
2031,2017,7,28.0,2
2032,2017,7,15.0,2
2033,2017,8,8.0,30
2034,2017,11,15.0,3
2035,2017,8,25.0,119
2036,2017,9,25.0,6
2037,2017,10,26.0,7
2038,2017,11,25.0,5
2039,2017,10,25.0,0
2040,2017,7,10.0,2
2041,2017,11,10.0,7
2042,2017,10,10.0,3
2043,2017,10,8.0,2
2044,2017,9,10.0,6
2045,2017,7,25.0,4
2046,2017,10,16.0,1
2047,2017,8,27.0,37
2048,2017,8,16.0,23
2049,2017,8,9.0,39
2050,2017,7,6.0,0
2051,2017,11,6.0,2
2052,2017,10,6.0,0
2053,2017,9,6.0,3
2054,2017,8,6.0,27
2055,2017,7,11.0,1
2056,2017,11,11.0,5
2057,2017,10,11.0,0
2058,2017,9,11.0,4
2059,2017,8,11.0,33
2060,2017,7,8.0,0
2061,2017,11,8.0,9
2062,2017,9,31.0,10
2063,2017,7,9.0,3
2064,2017,9,9.0,10
2065,2017,8,1.0,24
2066,2017,10,9.0,2
2067,2017,9,3.0,4
2068,2017,9,16.0,1
2069,2017,10,28.0,0
2070,2017,9,28.0,1
2071,2017,8,28.0,24
2072,2017,7,24.0,0
2073,2017,11,24.0,2
2074,2017,10,24.0,0
2075,2017,9,24.0,0
